orderCode,lane,customer,pickZipCode,dropZipCode,startMarket,endMarket,shipmentStatus,revenue,cost,profit,deliveredDate
"P-74798-2611","SFO → SFO","Gopuff (Bevmo!)","94806","94551","SFO","SFO","Complete",65,57.08,7.92,"2026-03-19"
"P-47934-2611","SFO → LAX","Gopuff (Bevmo!)","94806","93551","SFO","LAX","Complete",55,62.37,-7.37,"2026-03-19"
"P-49557-2611","SFO → LAX","Gopuff (Bevmo!)","94806","93551","SFO","LAX","Complete",110,124.74,-14.74,"2026-03-19"
"P-186885-2608","LAX → SFO","Jollibee Foods Corporation - East","91744","94587","LAX","SFO","Complete",195,200.79,-5.79,"2026-03-19"
"P-138679-2608","CMH → ORD","Aritzia (United States of Aritzia)","43125","60523","CMH","ORD","Complete",200,162.5,37.5,"2026-03-19"
"P-75582-2611","SFO → SMF","Gopuff (Bevmo!)","94806","95688","SFO","SMF","Complete",75,42.56,32.44,"2026-03-19"
"P-74336-2611","SFO → SMF","Gopuff (Bevmo!)","94806","95688","SFO","SMF","Complete",75,42.56,32.44,"2026-03-19"
"P-138623-2608","CMH → LAX","Aritzia (United States of Aritzia)","43125","90703","CMH","LAX","Complete",122,107.14,14.86,"2026-03-19"
"P-138462-2608","CMH → SEA","Aritzia (United States of Aritzia)","43125","98105","CMH","SEA","Complete",600,577.3,22.7,"2026-03-19"
"P-138743-2608","CMH → PHX","Aritzia (United States of Aritzia)","43125","85254","CMH","PHX","Complete",265,125.61,139.39,"2026-03-19"
"P-138553-2608","CMH → SAN","Aritzia (United States of Aritzia)","43125","92122","CMH","SAN","Complete",122,136.95,-14.95,"2026-03-19"
"P-49473-2611","SFO → LAX","Gopuff (Bevmo!)","94806","90403","SFO","LAX","Complete",55,45.41,9.59,"2026-03-19"
"P-47929-2611","SFO → LAX","Gopuff (Bevmo!)","94806","90403","SFO","LAX","Complete",110,90.82,19.18,"2026-03-19"
"P-48923-2611","","Gopuff (Bevmo!)","94806","93117","SFO","","Complete",180,138.82,41.18,"2026-03-19"
"P-48136-2611","","Gopuff (Bevmo!)","94806","93117","SFO","","Complete",180,69.41,110.59,"2026-03-19"
"P-138503-2608","CMH → SFO","Aritzia (United States of Aritzia)","43125","94925","CMH","SFO","Complete",75,79.39,-4.39,"2026-03-19"
"P-138759-2608","CMH → SLC","Aritzia (United States of Aritzia)","43125","84107","CMH","SLC","Complete",175,175,0,"2026-03-19"
"P-75137-2611","SFO → SFO","Gopuff (Bevmo!)","94806","94014","SFO","SFO","Complete",65,37.28,27.72,"2026-03-19"
"P-73845-2611","SFO → SFO","Gopuff (Bevmo!)","94806","94014","SFO","SFO","Complete",65,37.28,27.72,"2026-03-19"
"P-48226-2611","SFO → LAX","Gopuff (Bevmo!)","94806","92865","SFO","LAX","Complete",210,150.42,59.58,"2026-03-19"
"P-138529-2608","CMH → PDX","Aritzia (United States of Aritzia)","43125","97223","CMH","PDX","Complete",650,471.01,178.99,"2026-03-19"
"P-138713-2608","CMH → ORD","Aritzia (United States of Aritzia)","43125","60077","CMH","ORD","Complete",200,162.5,37.5,"2026-03-19"
"P-73349-2611","SFO → SFO","Gopuff (Bevmo!)","94806","94526","SFO","SFO","Complete",65,53.59,11.41,"2026-03-19"
"P-75868-2611","","Gopuff (Bevmo!)","94806","94558","SFO","","Complete",130,200,-70,"2026-03-19"
"P-75477-2611","","Gopuff (Bevmo!)","94806","94558","SFO","","Complete",65,100,-35,"2026-03-19"
"P-138652-2608","CMH → LAS","Aritzia (United States of Aritzia)","43125","89109","CMH","LAS","Complete",217,474.21,-257.21,"2026-03-19"
"P-75734-2611","","Gopuff (Bevmo!)","94806","96003","SFO","","Complete",150,241.67,-91.67,"2026-03-19"
"P-74294-2611","","Gopuff (Bevmo!)","94806","96003","SFO","","Complete",300,483.33,-183.33,"2026-03-19"
"P-109744-2611","LAX → LAX","Worldwide Express","92806","90272","LAX","LAX","Complete",110,116.54,-6.54,"2026-03-19"
"P-48871-2611","SFO → LAX","Gopuff (Bevmo!)","94806","93003","SFO","LAX","Complete",180,149.06,30.94,"2026-03-19"
"P-47772-2611","SFO → LAX","Gopuff (Bevmo!)","94806","93003","SFO","LAX","Complete",90,74.53,15.47,"2026-03-19"
"P-23867-2612","","Back to the Roots, Inc","","32505","","PNS","Complete",0,0,0,"2026-03-19"
"P-75652-2611","SFO → SFO","Gopuff (Bevmo!)","94806","94531","SFO","SFO","Complete",65,47.8,17.2,"2026-03-19"
"P-73834-2611","SFO → SFO","Gopuff (Bevmo!)","94806","94531","SFO","SFO","Complete",130,95.59,34.41,"2026-03-19"
"P-30746-2611","LAX → STL","Priority1","91733","62234","LAX","STL","Complete",238.25,260.11,-21.86,"2026-03-19"
"P-49087-2611","SFO → LAX","Gopuff (Bevmo!)","94806","92688","SFO","LAX","Complete",140,92.48,47.52,"2026-03-19"
"P-48363-2611","SFO → LAX","Gopuff (Bevmo!)","94806","92688","SFO","LAX","Complete",70,46.24,23.76,"2026-03-19"
"P-138485-2608","CMH → SFO","Aritzia (United States of Aritzia)","43125","94596","CMH","SFO","Complete",75,90.42,-15.42,"2026-03-19"
"P-74128-2611","SFO → SFO","Gopuff (Bevmo!)","94806","94534","SFO","SFO","Complete",225,123.66,101.34,"2026-03-19"
"P-75368-2611","SFO → SFO","Gopuff (Bevmo!)","94806","94534","SFO","SFO","Complete",75,41.22,33.78,"2026-03-19"
"P-39225-2611","LAX → PHX","DoorDash","90021","85353","LAX","PHX","Complete",1200,962.9,237.1,"2026-03-19"
"P-75001-2611","SFO → SFO","Gopuff (Bevmo!)","94806","94578","SFO","SFO","Complete",65,53.11,11.89,"2026-03-19"
"P-73954-2611","SFO → SFO","Gopuff (Bevmo!)","94806","94578","SFO","SFO","Complete",130,106.22,23.78,"2026-03-19"
"P-177191-2608","EWR → LAX","KITH LOGISTICS LLC","08865","90210","EWR","LAX","Complete",3250,2744.08,505.92,"2026-03-19"
"P-138592-2608","CMH → SAN","Aritzia (United States of Aritzia)","43125","92108","CMH","SAN","Complete",122,139.76,-17.76,"2026-03-19"
"P-75017-2611","SFO → SFO","Gopuff (Bevmo!)","94806","94066","SFO","SFO","Complete",130,75.57,54.43,"2026-03-19"
"P-138732-2608","CMH → PHX","Aritzia (United States of Aritzia)","43125","85251","CMH","PHX","Complete",380,244.39,135.61,"2026-03-19"
"P-75041-2611","SFO → SFO","Gopuff (Bevmo!)","94806","95117","SFO","SFO","Complete",130,82.94,47.06,"2026-03-19"
"P-73783-2611","SFO → SFO","Gopuff (Bevmo!)","94806","95117","SFO","SFO","Complete",195,124.41,70.59,"2026-03-19"
"P-73302-2611","SFO → SFO","Gopuff (Bevmo!)","94806","94063","SFO","SFO","Complete",65,44.82,20.18,"2026-03-19"
"P-157272-2608","CMH → ORD","Aritzia (eComm)","43125","60007","CMH","ORD","Complete",195,162.5,32.5,"2026-03-19"
"P-138451-2608","CMH → SEA","Aritzia (United States of Aritzia)","43125","98004","CMH","SEA","Complete",600,570.32,29.68,"2026-03-19"
"P-138582-2608","CMH → LAX","Aritzia (United States of Aritzia)","43125","90036","CMH","LAX","Complete",97,162.03,-65.03,"2026-03-19"
"P-138685-2608","CMH → ORD","Aritzia (United States of Aritzia)","43125","60611","CMH","ORD","Complete",200,249.69,-49.69,"2026-03-19"
"P-138477-2608","CMH → SFO","Aritzia (United States of Aritzia)","43125","95050","CMH","SFO","Complete",75,75.45,-0.45,"2026-03-19"
"P-138549-2608","CMH → LAX","Aritzia (United States of Aritzia)","43125","92626","CMH","LAX","Complete",122,50.77,71.23,"2026-03-19"
"P-138668-2608","CMH → LAS","Aritzia (United States of Aritzia)","43125","89106","CMH","LAS","Complete",217,475.79,-258.79,"2026-03-19"
"P-73321-2611","SFO → SFO","Gopuff (Bevmo!)","94806","94588","SFO","SFO","Complete",65,275,-210,"2026-03-19"
"P-177052-2608","EWR → LAX","KITH LOGISTICS LLC","08865","90069","EWR","LAX","Complete",3250,2744.95,505.05,"2026-03-19"
"P-177114-2608","EWR → ORD","KITH LOGISTICS LLC","08865","60611","EWR","ORD","Complete",2170,1560.5,609.5,"2026-03-19"
"P-47999-2611","SFO → LAX","Gopuff (Bevmo!)","94806","90048","SFO","LAX","Complete",55,36.67,18.33,"2026-03-19"
"P-49219-2611","SFO → LAX","Gopuff (Bevmo!)","94806","90048","SFO","LAX","Complete",110,73.34,36.66,"2026-03-19"
"P-75072-2611","SFO → SFO","Gopuff (Bevmo!)","94806","95020","SFO","SFO","Complete",65,69.07,-4.07,"2026-03-19"
"P-73291-2611","SFO → SFO","Gopuff (Bevmo!)","94806","95020","SFO","SFO","Complete",130,138.13,-8.13,"2026-03-19"
"P-24277-2612","","Back to the Roots, Inc","","85353","","PHX","Canceled",0,20,-20,"2026-03-19"
"P-24249-2612","","Back to the Roots, Inc","","85353","","PHX","Complete",0,0,0,"2026-03-19"
"P-48674-2611","SFO → LAX","Gopuff (Bevmo!)","94806","92630","SFO","LAX","Complete",110,90.48,19.52,"2026-03-19"
"P-47978-2611","SFO → LAX","Gopuff (Bevmo!)","94806","92630","SFO","LAX","Complete",55,45.24,9.76,"2026-03-19"
"P-138603-2608","CMH → LAX","Aritzia (United States of Aritzia)","43125","92230","CMH","LAX","Complete",172,58.5,113.5,"2026-03-19"
"P-49232-2611","","Gopuff (Bevmo!)","94806","93105","SFO","","Complete",270,203.83,66.17,"2026-03-19"
"P-48428-2611","","Gopuff (Bevmo!)","94806","93105","SFO","","Complete",90,67.94,22.06,"2026-03-19"
"P-138708-2608","CMH → ORD","Aritzia (United States of Aritzia)","43125","60611","CMH","ORD","Complete",275,250.31,24.69,"2026-03-19"
"P-74981-2611","","Gopuff (Bevmo!)","94806","93907","SFO","","Complete",150,219.65,-69.65,"2026-03-19"
"P-75374-2611","","Gopuff (Bevmo!)","94806","93907","SFO","","Complete",75,109.83,-34.83,"2026-03-19"
"P-138616-2608","CMH → LAX","Aritzia (United States of Aritzia)","43125","90503","CMH","LAX","Complete",122,107.86,14.14,"2026-03-19"
"P-48612-2611","SFO → LAX","Gopuff (Bevmo!)","94806","90046","SFO","LAX","Complete",110,55.39,54.61,"2026-03-19"
"P-48158-2611","SFO → LAX","Gopuff (Bevmo!)","94806","90046","SFO","LAX","Complete",165,83.08,81.92,"2026-03-19"
"P-138538-2608","CMH → LAX","Aritzia (United States of Aritzia)","43125","90067","CMH","LAX","Complete",97,164.81,-67.81,"2026-03-19"
"P-163832-2610","SLC → LAX","CookUnity Inc","84104","90022","SLC","LAX","Complete",700,700,0,"2026-03-19"
"P-166523-2608","CMH → SFO","Aritzia (United States of Aritzia)","43125","95131","CMH","SFO","Complete",8200.97,4385.83,3815.14,"2026-03-19"
"P-20061-2612","","BackToTheRoot Test Account","","90028","","LAX","Complete",0,0,0,"2026-03-19"
"P-162281-2608","CMH → ORD","Aritzia (United States of Aritzia)","43125","60106","CMH","ORD","Complete",952,820,132,"2026-03-18"
"P-124498-2611","MCO → MCO","Back to the Roots, Inc","32824","34472-8658","MCO","MCO","Complete",175.8,188.91,-13.11,"2026-03-18"
"P-60034-2611","CVG → ORD","DoorDash","45246","60131","CVG","ORD","Complete",220,495,-275,"2026-03-18"
"P-124041-2611","PIT → CMH","Back to the Roots, Inc","15086","26426","PIT","CMH","Complete",424,166.09,257.91,"2026-03-18"
"P-93362-2611","ATL → GSP","Back to the Roots, Inc","30297","28734","ATL","GSP","Complete",195,137.01,57.99,"2026-03-18"
"P-143166-2611","LAX → LAX","Parsel, Inc","90021","90040","LAX","LAX","Complete",95,60,35,"2026-03-18"
"P-159293-2610","BDL → BDL","Back to the Roots, Inc","06114","06897","BDL","BDL","Complete",100,71.26,28.74,"2026-03-18"
"P-90902-2611","BOS → BOS","Back to the Roots, Inc","02322","03235","BOS","BOS","Complete",145,108.3,36.7,"2026-03-18"
"P-125556-2611","SEA → SEA","Back to the Roots, Inc","98001","98059","SEA","SEA","Complete",40,38.21,1.79,"2026-03-18"
"P-100057-2611","ATL → MGM","Back to the Roots, Inc","30297","36078","ATL","MGM","Complete",165,128.17,36.83,"2026-03-18"
"P-78889-2611","EWR → EWR","Elogistek LLC","08902","11576","EWR","EWR","Complete",209.15,358.96,-149.82,"2026-03-18"
"P-141809-2611","IND → IND","SmartKargo","46241","46219","IND","IND","Complete",137.8,105,32.8,"2026-03-18"
"P-54341-2611","IAH → IAH","Worldwide Express","77423","77084","IAH","IAH","Complete",100,68.09,31.91,"2026-03-18"
"P-93815-2610","ATL → EWR","Worldwide Express","30519","07039","ATL","EWR","Complete",526,440.89,85.11,"2026-03-18"
"P-93666-2611","BDL → BDL","Back to the Roots, Inc","06114","06897","BDL","BDL","Complete",102,71.45,30.55,"2026-03-18"
"P-141868-2611","IAH → IAH","SmartKargo","77338","77041","IAH","IAH","Complete",132,120,12,"2026-03-18"
"P-75906-2611","EWR → TYS","Gopuff","08003","37917","EWR","TYS","Complete",255,400,-145,"2026-03-18"
"P-92535-2611","BOS → BOS","Back to the Roots, Inc","02322","03275-2703","BOS","BOS","Complete",109,101.38,7.62,"2026-03-18"
"P-144017-2610","SFO → SEA","Gopuff","94806","98029","SFO","SEA","Complete",60,39.59,20.41,"2026-03-18"
"P-96674-2611","PIT → PIT","Back to the Roots, Inc","15086","15234","PIT","PIT","Complete",40,119.54,-79.54,"2026-03-18"
"P-123946-2609","LAX → EWR","Worldwide Express","92780","10018","LAX","EWR","Complete",730,464.12,265.88,"2026-03-18"
"P-101972-2611","EWR → EWR","Free Flow Direct Logistics (Keg Returns)","07030","07201","EWR","EWR","Complete",33.33,5.33,28.01,"2026-03-18"
"P-101856-2611","EWR → EWR","Free Flow Direct Logistics (Keg Returns)","10036","07201","EWR","EWR","Complete",33.33,48.6,-15.27,"2026-03-18"
"P-102157-2611","EWR → EWR","Free Flow Direct Logistics (Keg Returns)","07030","07201","EWR","EWR","Complete",33.33,5.34,27.99,"2026-03-18"
"P-102259-2611","EWR → EWR","Free Flow Direct Logistics (Keg Returns)","10506","07201","EWR","EWR","Complete",33.33,6.23,27.11,"2026-03-18"
"P-102339-2611","EWR → EWR","Free Flow Direct Logistics (Keg Returns)","07302","07201","EWR","EWR","Complete",33.33,31.88,1.45,"2026-03-18"
"P-102093-2611","EWR → EWR","Free Flow Direct Logistics (Keg Returns)","07041","07201","EWR","EWR","Complete",33.33,63.16,-29.82,"2026-03-18"
"P-101916-2611","EWR → EWR","Free Flow Direct Logistics (Keg Returns)","07045","07201","EWR","EWR","Complete",33.33,28.01,5.32,"2026-03-18"
"P-102073-2611","EWR → EWR","Free Flow Direct Logistics (Keg Returns)","10036","07201","EWR","EWR","Complete",33.33,59.44,-26.1,"2026-03-18"
"P-101957-2611","EWR → EWR","Free Flow Direct Logistics (Keg Returns)","10019","07201","EWR","EWR","Complete",33.33,27.02,6.31,"2026-03-18"
"P-129467-2610","ORD → EWR","Priority1","60107","07111","ORD","EWR","Complete",217.2,180.55,36.65,"2026-03-18"
"P-124973-2611","MCO → MCO","Back to the Roots, Inc","32824","34711-8330","MCO","MCO","Complete",59.6,159.74,-100.14,"2026-03-18"
"P-97385-2611","ATL → MGM","Back to the Roots, Inc","30297","36832","ATL","MGM","Complete",212.2,233.49,-21.29,"2026-03-18"
"P-124791-2611","SEA → SEA","Back to the Roots, Inc","98001","98075","SEA","SEA","Complete",47,39.92,7.08,"2026-03-18"
"P-124703-2611","IAH → IAH","Back to the Roots, Inc","77055","77433-6990","IAH","IAH","Complete",40,36.56,3.44,"2026-03-18"
"P-92643-2611","ATL → ATL","Back to the Roots, Inc","30297","30265","ATL","ATL","Complete",47,93.45,-46.45,"2026-03-18"
"P-20786-2611","MIA → BWI","Priority1","33010","20777","MIA","BWI","Complete",226.84,199.1,27.74,"2026-03-18"
"P-125728-2611","BDL → BDL","Back to the Roots, Inc","06114","06897","BDL","BDL","Complete",104,71.81,32.19,"2026-03-18"
"P-122729-2610","CLT → LAX","Worldwide Express","28273","90066","CLT","LAX","Complete",272.06,283.48,-11.42,"2026-03-18"
"P-95454-2611","BOS → BOS","Back to the Roots, Inc","02322","03077","BOS","BOS","Complete",98,99.3,-1.3,"2026-03-18"
"P-60349-2611","LAS → LAX","DoorDash","89115","90058","LAS","LAX","Complete",207.89,500,-292.11,"2026-03-18"
"P-50786-2611","LAX → LAX","Priority1","92571","90045","LAX","LAX","Complete",147,105.72,41.28,"2026-03-18"
"P-91069-2610","EWR → LAX","Imperfect Foods","08810","91789","EWR","LAX","Complete",1280.18,863.06,417.12,"2026-03-18"
"P-107103-2609","LAX → BNA","Tea Land Boba","91722","37209","LAX","BNA","Complete",351.64,476.06,-124.42,"2026-03-18"
"P-55097-2611","EWR → EWR","Worldwide Express","19007","07042","EWR","EWR","Complete",145,171.95,-26.95,"2026-03-18"
"P-89796-2610","EWR → MIA","Worldwide Express","10550","33467","EWR","MIA","Complete",251.6,298.78,-47.18,"2026-03-18"
"P-157655-2610","IAD → BWI","Back to the Roots, Inc","22079","21663","IAD","BWI","Complete",142,97.28,44.72,"2026-03-18"
"P-125696-2611","BDL → BDL","Back to the Roots, Inc","06114","06457","BDL","BDL","Complete",40,60.49,-20.49,"2026-03-18"
"P-142259-2609","LAX → SAT","Imperfect Foods","90023","78219","LAX","SAT","Complete",975,795.31,179.69,"2026-03-18"
"P-148192-2610","PDX → MIA","Logistics Freight Solutions Inc dba Primo","97015","33172","PDX","MIA","Complete",268.1,282.49,-14.39,"2026-03-18"
"P-144403-2610","SFO → SEA","Gopuff","94806","98052","SFO","SEA","Complete",60,39.25,20.75,"2026-03-18"
"P-171573-2610","LAX → EWR","QLGong gift shop","91007","07936","LAX","EWR","Complete",410.35,417.3,-6.95,"2026-03-18"
"P-17898-2611","DEN → MIA","GLB Trucking LLC dba GLB Solutions","80214","33166","DEN","MIA","Complete",335.68,316.82,18.86,"2026-03-18"
"P-66857-2610","LAX → IND","Priority1","92806","46040","LAX","IND","Complete",298.93,321.43,-22.5,"2026-03-18"
"P-54376-2610","EWR → IAH","Worldwide Express","07080","77077","EWR","IAH","Complete",250.2,176.1,74.1,"2026-03-18"
"P-92779-2611","ATL → ATL","Back to the Roots, Inc","30297","30040-7053","ATL","ATL","Complete",70,105.18,-35.18,"2026-03-18"
"P-87279-2610","EWR → GSP","Worldwide Express","19440","29645","EWR","GSP","Complete",211.8,297.29,-85.49,"2026-03-18"
"P-103807-2611","DFW → DFW","global cable and wire corp","76177","75422","DFW","DFW","Complete",143.48,144.86,-1.38,"2026-03-18"
"P-30383-2611","ORD → MIA","Priority1","60629","33463","ORD","MIA","Complete",270,258.94,11.06,"2026-03-18"
"P-134906-2610","IND → SDF","Back to the Roots, Inc","46241","47111","IND","SDF","Complete",125.55,129.36,-3.81,"2026-03-18"
"P-91209-2611","CMH → CMH","Back to the Roots, Inc","43228","26101","CMH","CMH","Complete",150.23,162.12,-11.89,"2026-03-18"
"P-95227-2611","BNA → HSV","Back to the Roots, Inc","37217","35761","BNA","HSV","Complete",156,111.49,44.51,"2026-03-18"
"P-60467-2611","DTW → ORD","DoorDash","48239","60131","DTW","ORD","Complete",215,575,-360,"2026-03-18"
"P-23457-2611","DFW → LAX","Worldwide Express","75229","92410","DFW","LAX","Complete",187.22,282.77,-95.55,"2026-03-18"
"P-53457-2611","IND → SDF","Back to the Roots, Inc","46241","40003","IND","SDF","Complete",219.96,228.53,-8.57,"2026-03-18"
"P-94113-2611","PIT → PIT","Back to the Roots, Inc","15086","15202","PIT","PIT","Complete",40,114.38,-74.38,"2026-03-18"
"P-60229-2611","EWR → EWR","DoorDash","08810","07201","EWR","EWR","Complete",200,109.8,90.2,"2026-03-18"
"P-60162-2611","EWR → EWR","DoorDash","19057","07201","EWR","EWR","Complete",200,118.96,81.04,"2026-03-18"
"P-59907-2611","EWR → EWR","DoorDash","19116","07201","EWR","EWR","Complete",200,121.24,78.76,"2026-03-18"
"P-100144-2611","ATL → ATL","Back to the Roots, Inc","30297","30004","ATL","ATL","Complete",64,103.94,-39.94,"2026-03-18"
"P-21774-2611","MEM → LAX","Landstar Global Logistics","38118","92553","MEM","LAX","Complete",353.8,316.21,37.59,"2026-03-18"
"P-23012-2611","ORD → MIA","FreightCenter Inc","60481","33169","ORD","MIA","Complete",268,283.7,-15.7,"2026-03-18"
"P-138644-2609","LAX → MIA","Worldwide Express","91733","33014","LAX","MIA","Complete",291.2,368.87,-77.67,"2026-03-18"
"P-141329-2610","EWR → MIA","Priority1","11208","33162","EWR","MIA","Complete",263.6,248.87,14.73,"2026-03-18"
"P-83224-2611","EWR → EWR","Worldwide Express","08810","07666","EWR","EWR","Complete",110,124.81,-14.81,"2026-03-18"
"P-112758-2610","LAX → SEA","Worldwide Express","92705","98033","LAX","SEA","Complete",205,883.62,-678.62,"2026-03-18"
"P-125781-2611","MCO → MCO","Back to the Roots, Inc","32824","32955","MCO","MCO","Complete",72,95.39,-23.39,"2026-03-18"
"P-60243-2611","CLE → ORD","DoorDash","44087","60131","CLE","ORD","Complete",220,600,-380,"2026-03-18"
"P-59728-2611","MDT → EWR","DoorDash","17111","07201","MDT","EWR","Complete",275,400,-125,"2026-03-18"
"P-124285-2611","PDX → PDX","Back to the Roots, Inc","97222","97478-7306","PDX","PDX","Complete",177,73.76,103.24,"2026-03-18"
"P-148593-2611","","Back to the Roots, Inc","","60106","","ORD","Complete",0,0,0,"2026-03-18"
"P-124887-2611","CMH → CMH","Back to the Roots, Inc","43228","43214","CMH","CMH","Complete",40,89.46,-49.46,"2026-03-18"
"P-104076-2610","OKC → AMA","Back to the Roots, Inc","73129","79108","OKC","AMA","Complete",301.8,309.42,-7.62,"2026-03-18"
"P-85293-2610","LAX → EWR","Aqua US Trade LLC","91748","11214","LAX","EWR","Complete",407,332.74,74.26,"2026-03-18"
"P-167301-2610","DFW → MIA","Worldwide Express","75006","33446","DFW","MIA","Complete",216,230.29,-14.29,"2026-03-18"
"P-133629-2610","DFW → IAD","Priority1","76117","20148","DFW","IAD","Complete",201.6,186.58,15.02,"2026-03-18"
"P-112564-2610","ATL → LAX","Arpa Ventures LLC","30013","92337","ATL","LAX","Complete",2234.4,2059.08,175.32,"2026-03-18"
"P-93398-2611","BOS → BOS","Back to the Roots, Inc","02322","01826","BOS","BOS","Complete",55,91.02,-36.02,"2026-03-18"
"P-17036-2611","MIA → TPA","Landstar Global Logistics","33178","33706","MIA","TPA","Complete",211,181.69,29.31,"2026-03-18"
"P-111552-2610","MKE → MIA","Priority1","53022","33054","MKE","MIA","Complete",227.6,252.69,-25.09,"2026-03-18"
"P-19034-2609","CMH → LAX","Aritzia (United States of Aritzia)","43125","90021","CMH","LAX","Complete",3710,4518,-808,"2026-03-18"
"P-169665-2610","CLT → EWR","Worldwide Express","28124","10035","CLT","EWR","Complete",208.34,189.69,18.65,"2026-03-18"
"P-96785-2611","EWR → EWR","Xtend TMS (dba Valley Companies)","07608","19406","EWR","EWR","Complete",126.42,178.32,-51.9,"2026-03-18"
"P-63231-2610","LAX → MSP","Blue Grace Logistics","92833","55421","LAX","MSP","Complete",394.1,322.84,71.26,"2026-03-18"
"P-53127-2611","","Back to the Roots, Inc","84119","89801","SLC","","Complete",294.01,299.06,-5.05,"2026-03-18"
"P-144196-2610","SFO → SEA","Gopuff","94806","98105","SFO","SEA","Complete",60,39.62,20.38,"2026-03-18"
"P-137499-2611","DEN → DEN","Worldwide Express","80010","80110","DEN","DEN","Complete",130,130,0,"2026-03-18"
"P-55706-2610","EWR → CLT","Worldwide Express","07001","28083","EWR","CLT","Complete",221.8,198.78,23.02,"2026-03-18"
"P-112424-2610","EWR → MIA","MODE Global","18240","33023","EWR","MIA","Complete",306.6,310.52,-3.92,"2026-03-18"
"P-97293-2611","ATL → CHA","Back to the Roots, Inc","30297","30755","ATL","CHA","Complete",144,75.55,68.45,"2026-03-18"
"P-136688-2610","ORD → MIA","DGL Export INC","60164","33018","ORD","MIA","Complete",205,190.66,14.34,"2026-03-18"
"P-89142-2611","LAX → SAN","Worldwide Express","92336","92154","LAX","SAN","Complete",240,283.02,-43.02,"2026-03-18"
"P-100292-2611","ATL → ATL","Back to the Roots, Inc","30297","30016","ATL","ATL","Complete",33.23,104.98,-71.75,"2026-03-18"
"P-00035-2610","AUS → DFW","Manifest","78666","75028","AUS","DFW","Complete",1029.88,369.4,660.48,"2026-03-18"
"P-103334-2611","MCO → MCO","Logistics Freight Solutions Inc dba Primo","32809","32119","MCO","MCO","Complete",122.07,109.6,12.47,"2026-03-18"
"P-166332-2610","STL → LAX","Source Alliance","63069","91355","STL","LAX","Complete",269.25,304.11,-34.86,"2026-03-18"
"P-124077-2611","ORD → ORD","Back to the Roots, Inc","60106","60031-1021","ORD","ORD","Complete",36,133.03,-97.03,"2026-03-18"
"P-152888-2610","GSP → TPA","Worldwide Express","29325","34243","GSP","TPA","Complete",436.68,493.06,-56.38,"2026-03-18"
"P-17159-2611","IAD → IAH","Priority1","20151","77477","IAD","IAH","Complete",227.6,212.91,14.69,"2026-03-18"
"P-100462-2608","LAX → LAX","Parsel, Inc","90501","90021","LAX","LAX","Complete",80,71.71,8.29,"2026-03-18"
"P-143442-2611","","Back to the Roots, Inc","","07036","","EWR","Complete",0,0,0,"2026-03-18"
"P-123596-2611","PDX → PDX","Back to the Roots, Inc","97222","97404","PDX","PDX","Complete",172,73.1,98.9,"2026-03-18"
"P-24922-2611","TYS → BWI","Eggcellent Imports LLC","37803","25411","TYS","BWI","Complete",455.77,379.81,75.96,"2026-03-18"
"P-60058-2611","SAN → LAX","DoorDash","92121","90058","SAN","LAX","Complete",165,76.7,88.3,"2026-03-18"
"P-124584-2611","MIA → MIA","Back to the Roots, Inc","33312","33161","MIA","MIA","Complete",59.6,100.31,-40.71,"2026-03-18"
"P-48804-2609","MCO → MIA","Priority1","32926","33020","MCO","MIA","Complete",169.6,456.36,-286.76,"2026-03-18"
"P-149369-2611","","Back to the Roots, Inc","","95131","","SFO","Complete",0,0,0,"2026-03-18"
"P-123985-2611","SLC → SLC","Back to the Roots, Inc","84119","84067","SLC","SLC","Complete",56,42.14,13.86,"2026-03-18"
"P-60487-2611","SAT → DFW","DoorDash","78219","75028","SAT","DFW","Complete",207.88,80.6,127.28,"2026-03-18"
"P-128217-2610","MSP → MIA","Worldwide Express","55114","33065","MSP","MIA","Complete",241.6,286.24,-44.64,"2026-03-18"
"P-143215-2611","","Back to the Roots, Inc","","43228","","CMH","Complete",0,0,0,"2026-03-18"
"P-116384-2610","EWR → PNS","Gopuff","08003","32505","EWR","PNS","Complete",675,518.76,156.24,"2026-03-18"
"P-18578-2611","LAX → DFW","Aqua US Trade LLC","91748","76013","LAX","DFW","Complete",289,190.81,98.19,"2026-03-18"
"P-97777-2611","BDL → BDL","Back to the Roots, Inc","06114","06076-1623","BDL","BDL","Complete",44,87.09,-43.09,"2026-03-18"
"P-124949-2611","RDU → RDU","Back to the Roots, Inc","27703","28348","RDU","RDU","Complete",115,90.51,24.49,"2026-03-18"
"P-143013-2611","","BackToTheRoot Test Account","","11230","","EWR","Complete",0,0,0,"2026-03-18"
"P-164495-2610","GSP → IND","Priority1","29609","46222","GSP","IND","Complete",168.76,172.41,-3.65,"2026-03-18"
"P-46392-2611","CLT → MIA","Worldwide Express","28273","33147","CLT","MIA","Complete",200.64,177.07,23.57,"2026-03-18"
"P-153604-2610","MEM → EWR","Landstar Global Logistics","38118","10029","MEM","EWR","Complete",261.2,257.57,3.63,"2026-03-18"
"P-123735-2611","SAT → AUS","Back to the Roots, Inc","78218","78621","SAT","AUS","Complete",138,135.65,2.35,"2026-03-18"
"P-33982-2611","ORD → CLT","InXpress LLC","60641","28117","ORD","CLT","Complete",278.92,248.12,30.8,"2026-03-18"
